Start Date,End Date,Variables,Market,Spend
18-06-2019,24-06-2019,Paid Search,x,27157
18-06-2019,24-06-2019,Paid Search,x,119866.99
18-06-2019,24-06-2019,Paid Search,x,118781
18-06-2019,24-06-2019,Paid Search,x,0
18-06-2019,24-06-2019,Paid Social,x,15212.04
18-06-2019,24-06-2019,Paid Social,x,42864.16
18-06-2019,24-06-2019,Paid Social,x,104036.12
18-06-2019,24-06-2019,Paid Social,x,0
18-06-2019,24-06-2019,Radio,x,4290.72
18-06-2019,24-06-2019,Radio,x,3675.55
18-06-2019,24-06-2019,Radio,x,7131.66
18-06-2019,24-06-2019,Radio,x,0
18-06-2019,24-06-2019,SMS,x,645.33
18-06-2019,24-06-2019,SMS,x,5790.24
18-06-2019,24-06-2019,SMS,x,4046.56
18-06-2019,24-06-2019,SMS,x,1885.85
18-06-2019,24-06-2019,TV,x,28368.68
18-06-2019,24-06-2019,TV,x,128751.38
18-06-2019,24-06-2019,TV,x,34260.12
18-06-2019,24-06-2019,TV,x,5137.42
25-06-2019,01-07-2019,Affiliates,x,0
25-06-2019,01-07-2019,Affiliates,x,0
25-06-2019,01-07-2019,Affiliates,x,0
25-06-2019,01-07-2019,Affiliates,x,0
25-06-2019,01-07-2019,Audio,x,0
25-06-2019,01-07-2019,Audio,x,0
25-06-2019,01-07-2019,Audio,x,0
25-06-2019,01-07-2019,Audio,x,0
25-06-2019,01-07-2019,Email,x,2421.79
25-06-2019,01-07-2019,Email,x,9469.91
25-06-2019,01-07-2019,Email,x,8431.44
25-06-2019,01-07-2019,Email,x,12930.96
25-06-2019,01-07-2019,Leaflets,x,0
25-06-2019,01-07-2019,Leaflets,x,1398.08
25-06-2019,01-07-2019,Leaflets,x,40.84
25-06-2019,01-07-2019,Leaflets,x,2991.82
25-06-2019,01-07-2019,OLA,x,19187.76
25-06-2019,01-07-2019,OLA,x,15618.3
25-06-2019,01-07-2019,OLA,x,21298.55
25-06-2019,01-07-2019,OLA,x,4409.23
25-06-2019,01-07-2019,OLV,x,0
25-06-2019,01-07-2019,OLV,x,0
25-06-2019,01-07-2019,OLV,x,0
25-06-2019,01-07-2019,OLV,x,0
25-06-2019,01-07-2019,OOH,x,0
25-06-2019,01-07-2019,OOH,x,0
25-06-2019,01-07-2019,OOH,x,0
25-06-2019,01-07-2019,OOH,x,0
25-06-2019,01-07-2019,Paid Search,x,29742.91
25-06-2019,01-07-2019,Paid Search,x,115902.54
25-06-2019,01-07-2019,Paid Search,x,113319.07
25-06-2019,01-07-2019,Paid Search,x,0
25-06-2019,01-07-2019,Paid Social,x,16647.11
25-06-2019,01-07-2019,Paid Social,x,40282.03
25-06-2019,01-07-2019,Paid Social,x,96669.33
25-06-2019,01-07-2019,Paid Social,x,0
25-06-2019,01-07-2019,Radio,x,4510.7
25-06-2019,01-07-2019,Radio,x,3275.04
25-06-2019,01-07-2019,Radio,x,6192.27
25-06-2019,01-07-2019,Radio,x,0
25-06-2019,01-07-2019,SMS,x,726.7
25-06-2019,01-07-2019,SMS,x,6017.78
25-06-2019,01-07-2019,SMS,x,4152.86
25-06-2019,01-07-2019,SMS,x,2531.3
25-06-2019,01-07-2019,TV,x,20784.2
25-06-2019,01-07-2019,TV,x,112256.36
25-06-2019,01-07-2019,TV,x,23452.64
25-06-2019,01-07-2019,TV,x,4095.11
02-07-2019,08-07-2019,Affiliates,x,0
02-07-2019,08-07-2019,Affiliates,x,0
02-07-2019,08-07-2019,Affiliates,x,0
02-07-2019,08-07-2019,Affiliates,x,0
02-07-2019,08-07-2019,Audio,x,0
02-07-2019,08-07-2019,Audio,x,0
02-07-2019,08-07-2019,Audio,x,0
02-07-2019,08-07-2019,Audio,x,0
02-07-2019,08-07-2019,Email,x,2369.86
02-07-2019,08-07-2019,Email,x,9751.02
02-07-2019,08-07-2019,Email,x,8134.04
02-07-2019,08-07-2019,Email,x,14089.81
02-07-2019,08-07-2019,Leaflets,x,0
02-07-2019,08-07-2019,Leaflets,x,1276.38
02-07-2019,08-07-2019,Leaflets,x,28.67
02-07-2019,08-07-2019,Leaflets,x,2951.12
02-07-2019,08-07-2019,OLA,x,19144.83
02-07-2019,08-07-2019,OLA,x,17096.9
02-07-2019,08-07-2019,OLA,x,21565.8
02-07-2019,08-07-2019,OLA,x,6153.8
02-07-2019,08-07-2019,OLV,x,0
02-07-2019,08-07-2019,OLV,x,0
02-07-2019,08-07-2019,OLV,x,0
02-07-2019,08-07-2019,OLV,x,0
02-07-2019,08-07-2019,OOH,x,0
02-07-2019,08-07-2019,OOH,x,0
02-07-2019,08-07-2019,OOH,x,0
02-07-2019,08-07-2019,OOH,x,0
02-07-2019,08-07-2019,Paid Search,x,29273.77
02-07-2019,08-07-2019,Paid Search,x,121910.62
02-07-2019,08-07-2019,Paid Search,x,111820.6
02-07-2019,08-07-2019,Paid Search,x,715.37
02-07-2019,08-07-2019,Paid Social,x,16078.78
02-07-2019,08-07-2019,Paid Social,x,42481.05
02-07-2019,08-07-2019,Paid Social,x,97071.58
02-07-2019,08-07-2019,Paid Social,x,0
02-07-2019,08-07-2019,Radio,x,4004
02-07-2019,08-07-2019,Radio,x,3229.83
02-07-2019,08-07-2019,Radio,x,5302.81
02-07-2019,08-07-2019,Radio,x,0
02-07-2019,08-07-2019,SMS,x,1175.05
02-07-2019,08-07-2019,SMS,x,10410.83
02-07-2019,08-07-2019,SMS,x,6624.49
02-07-2019,08-07-2019,SMS,x,4477.61
02-07-2019,08-07-2019,TV,x,14549.78
02-07-2019,08-07-2019,TV,x,102632.61
02-07-2019,08-07-2019,TV,x,16377.47
02-07-2019,08-07-2019,TV,x,3194.17
09-07-2019,15-07-2019,Affiliates,x,0
09-07-2019,15-07-2019,Affiliates,x,0
09-07-2019,15-07-2019,Affiliates,x,0
09-07-2019,15-07-2019,Affiliates,x,0
09-07-2019,15-07-2019,Audio,x,0
09-07-2019,15-07-2019,Audio,x,0
09-07-2019,15-07-2019,Audio,x,0
09-07-2019,15-07-2019,Audio,x,0
09-07-2019,15-07-2019,Email,x,2416.8
09-07-2019,15-07-2019,Email,x,11173.48
09-07-2019,15-07-2019,Email,x,9380.43
09-07-2019,15-07-2019,Email,x,15578.93
09-07-2019,15-07-2019,Leaflets,x,0
09-07-2019,15-07-2019,Leaflets,x,1230.15
09-07-2019,15-07-2019,Leaflets,x,21.55
09-07-2019,15-07-2019,Leaflets,x,2951.46
09-07-2019,15-07-2019,OLA,x,21117.17
09-07-2019,15-07-2019,OLA,x,20504.84
09-07-2019,15-07-2019,OLA,x,25874.79
09-07-2019,15-07-2019,OLA,x,8667.68
09-07-2019,15-07-2019,OLV,x,0
09-07-2019,15-07-2019,OLV,x,0
09-07-2019,15-07-2019,OLV,x,0
09-07-2019,15-07-2019,OLV,x,0
09-07-2019,15-07-2019,OOH,x,0
09-07-2019,15-07-2019,OOH,x,0
09-07-2019,15-07-2019,OOH,x,0
09-07-2019,15-07-2019,OOH,x,0
09-07-2019,15-07-2019,Paid Search,x,31126.33
09-07-2019,15-07-2019,Paid Search,x,141725.04
09-07-2019,15-07-2019,Paid Search,x,132291.71
09-07-2019,15-07-2019,Paid Search,x,3729.6
09-07-2019,15-07-2019,Paid Social,x,17112.78
09-07-2019,15-07-2019,Paid Social,x,53101.28
09-07-2019,15-07-2019,Paid Social,x,113555.29
09-07-2019,15-07-2019,Paid Social,x,2297.32
09-07-2019,15-07-2019,Radio,x,3854.64
09-07-2019,15-07-2019,Radio,x,3546.74
09-07-2019,15-07-2019,Radio,x,6294.95
09-07-2019,15-07-2019,Radio,x,0
09-07-2019,15-07-2019,SMS,x,2361.07
09-07-2019,15-07-2019,SMS,x,25189.93
09-07-2019,15-07-2019,SMS,x,15987.87
09-07-2019,15-07-2019,SMS,x,12346.87
09-07-2019,15-07-2019,TV,x,10413.76
09-07-2019,15-07-2019,TV,x,102347.21
09-07-2019,15-07-2019,TV,x,24323.9
09-07-2019,15-07-2019,TV,x,3474.11
16-07-2019,22-07-2019,Affiliates,x,0
16-07-2019,22-07-2019,Affiliates,x,0
16-07-2019,22-07-2019,Affiliates,x,0
16-07-2019,22-07-2019,Affiliates,x,0
16-07-2019,22-07-2019,Audio,x,0
16-07-2019,22-07-2019,Audio,x,0
16-07-2019,22-07-2019,Audio,x,0
16-07-2019,22-07-2019,Audio,x,0
16-07-2019,22-07-2019,Email,x,2391.44
16-07-2019,22-07-2019,Email,x,10477.82
16-07-2019,22-07-2019,Email,x,8969.63
16-07-2019,22-07-2019,Email,x,12985.34
16-07-2019,22-07-2019,Leaflets,x,0
16-07-2019,22-07-2019,Leaflets,x,1035
16-07-2019,22-07-2019,Leaflets,x,14.55
16-07-2019,22-07-2019,Leaflets,x,2172.92
16-07-2019,22-07-2019,OLA,x,21184.76
16-07-2019,22-07-2019,OLA,x,19685.53
16-07-2019,22-07-2019,OLA,x,25413.09
16-07-2019,22-07-2019,OLA,x,4851.45
16-07-2019,22-07-2019,OLV,x,0
16-07-2019,22-07-2019,OLV,x,0
16-07-2019,22-07-2019,OLV,x,0
16-07-2019,22-07-2019,OLV,x,0
16-07-2019,22-07-2019,OOH,x,0
16-07-2019,22-07-2019,OOH,x,0
16-07-2019,22-07-2019,OOH,x,0
16-07-2019,22-07-2019,OOH,x,0
16-07-2019,22-07-2019,Paid Search,x,30473.75
16-07-2019,22-07-2019,Paid Search,x,130886.11
16-07-2019,22-07-2019,Paid Search,x,124386.28
16-07-2019,22-07-2019,Paid Search,x,0
16-07-2019,22-07-2019,Paid Social,x,16621.66
16-07-2019,22-07-2019,Paid Social,x,49077.48
16-07-2019,22-07-2019,Paid Social,x,106772.99
16-07-2019,22-07-2019,Paid Social,x,0
16-07-2019,22-07-2019,Radio,x,3374.4
16-07-2019,22-07-2019,Radio,x,2792.93
16-07-2019,22-07-2019,Radio,x,5402.77
16-07-2019,22-07-2019,Radio,x,0
16-07-2019,22-07-2019,SMS,x,1728.8
16-07-2019,22-07-2019,SMS,x,17597.82
16-07-2019,22-07-2019,SMS,x,11469.1
16-07-2019,22-07-2019,SMS,x,5263.58
16-07-2019,22-07-2019,TV,x,7332.75
16-07-2019,22-07-2019,TV,x,86075.96
16-07-2019,22-07-2019,TV,x,16438.37
16-07-2019,22-07-2019,TV,x,2057.85
23-07-2019,29-07-2019,Affiliates,x,0
23-07-2019,29-07-2019,Affiliates,x,0
23-07-2019,29-07-2019,Affiliates,x,0
23-07-2019,29-07-2019,Affiliates,x,0
23-07-2019,29-07-2019,Audio,x,0
23-07-2019,29-07-2019,Audio,x,0
23-07-2019,29-07-2019,Audio,x,0
23-07-2019,29-07-2019,Audio,x,0
23-07-2019,29-07-2019,Email,x,2334.09
23-07-2019,29-07-2019,Email,x,9543.6
23-07-2019,29-07-2019,Email,x,8169.82
23-07-2019,29-07-2019,Email,x,10160.95
23-07-2019,29-07-2019,Leaflets,x,0
23-07-2019,29-07-2019,Leaflets,x,876.97
23-07-2019,29-07-2019,Leaflets,x,9.91
23-07-2019,29-07-2019,Leaflets,x,1515.46
23-07-2019,29-07-2019,OLA,x,19833.28
23-07-2019,29-07-2019,OLA,x,17104.1
23-07-2019,29-07-2019,OLA,x,22151.86
23-07-2019,29-07-2019,OLA,x,1355.72
23-07-2019,29-07-2019,OLV,x,0
23-07-2019,29-07-2019,OLV,x,0
23-07-2019,29-07-2019,OLV,x,0
23-07-2019,29-07-2019,OLV,x,0
23-07-2019,29-07-2019,OOH,x,0
23-07-2019,29-07-2019,OOH,x,0
23-07-2019,29-07-2019,OOH,x,0
23-07-2019,29-07-2019,OOH,x,0
23-07-2019,29-07-2019,Paid Search,x,28733.59
23-07-2019,29-07-2019,Paid Search,x,117082.17
23-07-2019,29-07-2019,Paid Search,x,110519.41
23-07-2019,29-07-2019,Paid Search,x,0
23-07-2019,29-07-2019,Paid Social,x,15420.04
23-07-2019,29-07-2019,Paid Social,x,42291.66
23-07-2019,29-07-2019,Paid Social,x,95289.59
23-07-2019,29-07-2019,Paid Social,x,0
23-07-2019,29-07-2019,Radio,x,2839.62
23-07-2019,29-07-2019,Radio,x,2095.73
23-07-2019,29-07-2019,Radio,x,4175.76
23-07-2019,29-07-2019,Radio,x,0
23-07-2019,29-07-2019,SMS,x,1272.97
23-07-2019,29-07-2019,SMS,x,12302.56
23-07-2019,29-07-2019,SMS,x,7992.79
23-07-2019,29-07-2019,SMS,x,589.64
23-07-2019,29-07-2019,TV,x,5154.48
23-07-2019,29-07-2019,TV,x,72785.94
23-07-2019,29-07-2019,TV,x,11083.04
23-07-2019,29-07-2019,TV,x,1194.89
30-07-2019,05-08-2019,Affiliates,x,0
30-07-2019,05-08-2019,Affiliates,x,0
30-07-2019,05-08-2019,Affiliates,x,0
30-07-2019,05-08-2019,Affiliates,x,0
30-07-2019,05-08-2019,Audio,x,0
30-07-2019,05-08-2019,Audio,x,0
30-07-2019,05-08-2019,Audio,x,0
30-07-2019,05-08-2019,Audio,x,0
30-07-2019,05-08-2019,Email,x,2425.41
30-07-2019,05-08-2019,Email,x,9754.86
30-07-2019,05-08-2019,Email,x,8748.97
30-07-2019,05-08-2019,Email,x,11186.94
30-07-2019,05-08-2019,Leaflets,x,0
30-07-2019,05-08-2019,Leaflets,x,803.95
30-07-2019,05-08-2019,Leaflets,x,7.35
30-07-2019,05-08-2019,Leaflets,x,1484.48
30-07-2019,05-08-2019,OLA,x,19330.02
30-07-2019,05-08-2019,OLA,x,13829.44
30-07-2019,05-08-2019,OLA,x,18752.22
30-07-2019,05-08-2019,OLA,x,1704.2
30-07-2019,05-08-2019,OLV,x,0
30-07-2019,05-08-2019,OLV,x,0
30-07-2019,05-08-2019,OLV,x,0
30-07-2019,05-08-2019,OLV,x,0
30-07-2019,05-08-2019,OOH,x,0
30-07-2019,05-08-2019,OOH,x,0
30-07-2019,05-08-2019,OOH,x,0
30-07-2019,05-08-2019,OOH,x,0
30-07-2019,05-08-2019,Paid Search,x,30074.58
30-07-2019,05-08-2019,Paid Search,x,120840.46
30-07-2019,05-08-2019,Paid Search,x,118720.95
30-07-2019,05-08-2019,Paid Search,x,0
30-07-2019,05-08-2019,Paid Social,x,17286.71
30-07-2019,05-08-2019,Paid Social,x,45593.14
30-07-2019,05-08-2019,Paid Social,x,119314.4
30-07-2019,05-08-2019,Paid Social,x,0
30-07-2019,05-08-2019,Radio,x,2676.56
30-07-2019,05-08-2019,Radio,x,1801.06
30-07-2019,05-08-2019,Radio,x,4053.31
30-07-2019,05-08-2019,Radio,x,0
30-07-2019,05-08-2019,SMS,x,1084.63
30-07-2019,05-08-2019,SMS,x,10177.77
30-07-2019,05-08-2019,SMS,x,6938.85
30-07-2019,05-08-2019,SMS,x,1574.5
30-07-2019,05-08-2019,TV,x,3751.86
30-07-2019,05-08-2019,TV,x,66708.69
30-07-2019,05-08-2019,TV,x,8246.9
30-07-2019,05-08-2019,TV,x,908.05
06-08-2019,12-08-2019,Affiliates,x,0
06-08-2019,12-08-2019,Affiliates,x,0
06-08-2019,12-08-2019,Affiliates,x,0
06-08-2019,12-08-2019,Affiliates,x,0
06-08-2019,12-08-2019,Audio,x,0
06-08-2019,12-08-2019,Audio,x,0
06-08-2019,12-08-2019,Audio,x,0
06-08-2019,12-08-2019,Audio,x,0
06-08-2019,12-08-2019,Email,x,2627.01
06-08-2019,12-08-2019,Email,x,10224.16
06-08-2019,12-08-2019,Email,x,9525.08
06-08-2019,12-08-2019,Email,x,12435.06
06-08-2019,12-08-2019,Leaflets,x,0
06-08-2019,12-08-2019,Leaflets,x,733.79
06-08-2019,12-08-2019,Leaflets,x,5.32
06-08-2019,12-08-2019,Leaflets,x,1458.85
06-08-2019,12-08-2019,OLA,x,19733.85
06-08-2019,12-08-2019,OLA,x,11008.74
06-08-2019,12-08-2019,OLA,x,15365.68
06-08-2019,12-08-2019,OLA,x,1878.08
06-08-2019,12-08-2019,OLV,x,0
06-08-2019,12-08-2019,OLV,x,0
06-08-2019,12-08-2019,OLV,x,0
06-08-2019,12-08-2019,OLV,x,0
06-08-2019,12-08-2019,OOH,x,0
06-08-2019,12-08-2019,OOH,x,0
06-08-2019,12-08-2019,OOH,x,0
06-08-2019,12-08-2019,OOH,x,0
06-08-2019,12-08-2019,Paid Search,x,33884.37
06-08-2019,12-08-2019,Paid Search,x,130845.84
06-08-2019,12-08-2019,Paid Search,x,132943.18
06-08-2019,12-08-2019,Paid Search,x,0
06-08-2019,12-08-2019,Paid Social,x,20655.26
06-08-2019,12-08-2019,Paid Social,x,50473.22
06-08-2019,12-08-2019,Paid Social,x,137013.64
06-08-2019,12-08-2019,Paid Social,x,0
06-08-2019,12-08-2019,Radio,x,3517.58
06-08-2019,12-08-2019,Radio,x,3350.09
06-08-2019,12-08-2019,Radio,x,5237.85
06-08-2019,12-08-2019,Radio,x,0
06-08-2019,12-08-2019,SMS,x,1057.76
06-08-2019,12-08-2019,SMS,x,9231.22
06-08-2019,12-08-2019,SMS,x,6533.31
06-08-2019,12-08-2019,SMS,x,2784.49
06-08-2019,12-08-2019,TV,x,2738.88
06-08-2019,12-08-2019,TV,x,60908.56
06-08-2019,12-08-2019,TV,x,5999.12
06-08-2019,12-08-2019,TV,x,682.2
13-08-2019,19-08-2019,Affiliates,x,0
13-08-2019,19-08-2019,Affiliates,x,0
13-08-2019,19-08-2019,Affiliates,x,0
13-08-2019,19-08-2019,Affiliates,x,0
13-08-2019,19-08-2019,Audio,x,0
13-08-2019,19-08-2019,Audio,x,0
13-08-2019,19-08-2019,Audio,x,0
13-08-2019,19-08-2019,Audio,x,0
13-08-2019,19-08-2019,Email,x,2584.18
13-08-2019,19-08-2019,Email,x,10092.02
13-08-2019,19-08-2019,Email,x,9005.28
13-08-2019,19-08-2019,Email,x,12380.57
13-08-2019,19-08-2019,Leaflets,x,0
13-08-2019,19-08-2019,Leaflets,x,642.73
13-08-2019,19-08-2019,Leaflets,x,3.59
13-08-2019,19-08-2019,Leaflets,x,1289.07
13-08-2019,19-08-2019,OLA,x,17546.78
13-08-2019,19-08-2019,OLA,x,8668.77
13-08-2019,19-08-2019,OLA,x,11649.41
13-08-2019,19-08-2019,OLA,x,1521.73
13-08-2019,19-08-2019,OLV,x,5025.42
13-08-2019,19-08-2019,OLV,x,14312.73
13-08-2019,19-08-2019,OLV,x,13190.49
13-08-2019,19-08-2019,OLV,x,4867.5
13-08-2019,19-08-2019,OOH,x,0
13-08-2019,19-08-2019,OOH,x,0
13-08-2019,19-08-2019,OOH,x,0
13-08-2019,19-08-2019,OOH,x,0
13-08-2019,19-08-2019,Paid Search,x,33579.07
13-08-2019,19-08-2019,Paid Search,x,130620.48
13-08-2019,19-08-2019,Paid Search,x,127445.95
13-08-2019,19-08-2019,Paid Search,x,0
13-08-2019,19-08-2019,Paid Social,x,22091.15
13-08-2019,19-08-2019,Paid Social,x,53894.55
13-08-2019,19-08-2019,Paid Social,x,148525.1
13-08-2019,19-08-2019,Paid Social,x,0
13-08-2019,19-08-2019,Radio,x,4358.94
13-08-2019,19-08-2019,Radio,x,4966.91
13-08-2019,19-08-2019,Radio,x,6071.95
13-08-2019,19-08-2019,Radio,x,0
13-08-2019,19-08-2019,SMS,x,950.74
13-08-2019,19-08-2019,SMS,x,8321.67
13-08-2019,19-08-2019,SMS,x,5650.1
13-08-2019,19-08-2019,SMS,x,2692.01
13-08-2019,19-08-2019,TV,x,1887.92
13-08-2019,19-08-2019,TV,x,53343.33
13-08-2019,19-08-2019,TV,x,4044.21
13-08-2019,19-08-2019,TV,x,476.38
20-08-2019,26-08-2019,Affiliates,x,220.1
20-08-2019,26-08-2019,Affiliates,x,236.31
20-08-2019,26-08-2019,Affiliates,x,235.63
20-08-2019,26-08-2019,Affiliates,x,26.41
20-08-2019,26-08-2019,Audio,x,0
20-08-2019,26-08-2019,Audio,x,0
20-08-2019,26-08-2019,Audio,x,0
20-08-2019,26-08-2019,Audio,x,0
20-08-2019,26-08-2019,Email,x,2509.9
20-08-2019,26-08-2019,Email,x,10268.69
20-08-2019,26-08-2019,Email,x,8960.76
20-08-2019,26-08-2019,Email,x,12493.96
20-08-2019,26-08-2019,Leaflets,x,0
20-08-2019,26-08-2019,Leaflets,x,576.28
20-08-2019,26-08-2019,Leaflets,x,2.54
20-08-2019,26-08-2019,Leaflets,x,1153.19
20-08-2019,26-08-2019,OLA,x,15497.65
20-08-2019,26-08-2019,OLA,x,7910.47
20-08-2019,26-08-2019,OLA,x,10488.03
20-08-2019,26-08-2019,OLA,x,1406.01
20-08-2019,26-08-2019,OLV,x,4534.22
20-08-2019,26-08-2019,OLV,x,19550.95
20-08-2019,26-08-2019,OLV,x,17066.85
20-08-2019,26-08-2019,OLV,x,7870.51
20-08-2019,26-08-2019,OOH,x,0
20-08-2019,26-08-2019,OOH,x,0
20-08-2019,26-08-2019,OOH,x,0
20-08-2019,26-08-2019,OOH,x,0
20-08-2019,26-08-2019,Paid Search,x,32440.71
20-08-2019,26-08-2019,Paid Search,x,131846.39
20-08-2019,26-08-2019,Paid Search,x,126539.4
20-08-2019,26-08-2019,Paid Search,x,0
20-08-2019,26-08-2019,Paid Social,x,22301.79
20-08-2019,26-08-2019,Paid Social,x,58564.3
20-08-2019,26-08-2019,Paid Social,x,158335.67
20-08-2019,26-08-2019,Paid Social,x,0
20-08-2019,26-08-2019,Radio,x,4278.2
20-08-2019,26-08-2019,Radio,x,5545
20-08-2019,26-08-2019,Radio,x,6280.59
20-08-2019,26-08-2019,Radio,x,0
20-08-2019,26-08-2019,SMS,x,838.16
20-08-2019,26-08-2019,SMS,x,7753.43
20-08-2019,26-08-2019,SMS,x,5170.77
20-08-2019,26-08-2019,SMS,x,2620.68
20-08-2019,26-08-2019,TV,x,1315.55
20-08-2019,26-08-2019,TV,x,47827.71
20-08-2019,26-08-2019,TV,x,2863.64
20-08-2019,26-08-2019,TV,x,336.72
27-08-2019,02-09-2019,Affiliates,x,351.75
27-08-2019,02-09-2019,Affiliates,x,372.78
27-08-2019,02-09-2019,Affiliates,x,368.08
27-08-2019,02-09-2019,Affiliates,x,43.84
27-08-2019,02-09-2019,Audio,x,0
27-08-2019,02-09-2019,Audio,x,0
27-08-2019,02-09-2019,Audio,x,0
27-08-2019,02-09-2019,Audio,x,0
27-08-2019,02-09-2019,Email,x,2532.58
27-08-2019,02-09-2019,Email,x,10318.63
27-08-2019,02-09-2019,Email,x,8623.32
27-08-2019,02-09-2019,Email,x,12365.57
27-08-2019,02-09-2019,Leaflets,x,0
27-08-2019,02-09-2019,Leaflets,x,512.35
27-08-2019,02-09-2019,Leaflets,x,1.78
27-08-2019,02-09-2019,Leaflets,x,1014.68
27-08-2019,02-09-2019,OLA,x,14402.7
27-08-2019,02-09-2019,OLA,x,7449.39
27-08-2019,02-09-2019,OLA,x,9622.98
27-08-2019,02-09-2019,OLA,x,1289.88
27-08-2019,02-09-2019,OLV,x,4760.09
27-08-2019,02-09-2019,OLV,x,24023.95
27-08-2019,02-09-2019,OLV,x,18465.93
27-08-2019,02-09-2019,OLV,x,9256.05
27-08-2019,02-09-2019,OOH,x,0
27-08-2019,02-09-2019,OOH,x,0
27-08-2019,02-09-2019,OOH,x,0
27-08-2019,02-09-2019,OOH,x,0
27-08-2019,02-09-2019,Paid Search,x,31764.45
27-08-2019,02-09-2019,Paid Search,x,125673.37
27-08-2019,02-09-2019,Paid Search,x,116919.96
27-08-2019,02-09-2019,Paid Search,x,0
27-08-2019,02-09-2019,Paid Social,x,24133.78
27-08-2019,02-09-2019,Paid Social,x,63688.14
27-08-2019,02-09-2019,Paid Social,x,167850.99
27-08-2019,02-09-2019,Paid Social,x,0
27-08-2019,02-09-2019,Radio,x,4251.39
27-08-2019,02-09-2019,Radio,x,5563.21
27-08-2019,02-09-2019,Radio,x,5737.55
27-08-2019,02-09-2019,Radio,x,0
27-08-2019,02-09-2019,SMS,x,823.21
27-08-2019,02-09-2019,SMS,x,7606.22
27-08-2019,02-09-2019,SMS,x,4897.41
27-08-2019,02-09-2019,SMS,x,2391.54
27-08-2019,02-09-2019,TV,x,940.12
27-08-2019,02-09-2019,TV,x,42519.73
27-08-2019,02-09-2019,TV,x,1999.47
27-08-2019,02-09-2019,TV,x,236.16
03-09-2019,09-09-2019,Affiliates,x,403.53
03-09-2019,09-09-2019,Affiliates,x,419.92
03-09-2019,09-09-2019,Affiliates,x,415.89
03-09-2019,09-09-2019,Affiliates,x,52.48
03-09-2019,09-09-2019,Audio,x,0
03-09-2019,09-09-2019,Audio,x,0
03-09-2019,09-09-2019,Audio,x,0
03-09-2019,09-09-2019,Audio,x,0
03-09-2019,09-09-2019,Email,x,2562.14
03-09-2019,09-09-2019,Email,x,10059.68
03-09-2019,09-09-2019,Email,x,8200.9
03-09-2019,09-09-2019,Email,x,11690.13
03-09-2019,09-09-2019,Leaflets,x,0
03-09-2019,09-09-2019,Leaflets,x,449.79
03-09-2019,09-09-2019,Leaflets,x,1.25
03-09-2019,09-09-2019,Leaflets,x,860.17
03-09-2019,09-09-2019,OLA,x,13577.05
03-09-2019,09-09-2019,OLA,x,7178.63
03-09-2019,09-09-2019,OLA,x,9188.08
03-09-2019,09-09-2019,OLA,x,1114.41
03-09-2019,09-09-2019,OLV,x,5326.71
03-09-2019,09-09-2019,OLV,x,22951.32
03-09-2019,09-09-2019,OLV,x,15601.53
03-09-2019,09-09-2019,OLV,x,7173.97
03-09-2019,09-09-2019,OOH,x,0
03-09-2019,09-09-2019,OOH,x,0
03-09-2019,09-09-2019,OOH,x,0
03-09-2019,09-09-2019,OOH,x,0
03-09-2019,09-09-2019,Paid Search,x,31947.38
03-09-2019,09-09-2019,Paid Search,x,123490.43
03-09-2019,09-09-2019,Paid Search,x,113170.81
03-09-2019,09-09-2019,Paid Search,x,0
03-09-2019,09-09-2019,Paid Social,x,26062.59
03-09-2019,09-09-2019,Paid Social,x,65372.6
03-09-2019,09-09-2019,Paid Social,x,170744.35
03-09-2019,09-09-2019,Paid Social,x,0
03-09-2019,09-09-2019,Radio,x,4028.25
03-09-2019,09-09-2019,Radio,x,4739.07
03-09-2019,09-09-2019,Radio,x,4724.38
03-09-2019,09-09-2019,Radio,x,0
03-09-2019,09-09-2019,SMS,x,766.37
03-09-2019,09-09-2019,SMS,x,6866.3
03-09-2019,09-09-2019,SMS,x,4346.98
03-09-2019,09-09-2019,SMS,x,1854.65
03-09-2019,09-09-2019,TV,x,668.86
03-09-2019,09-09-2019,TV,x,37320.65
03-09-2019,09-09-2019,TV,x,1400.83
03-09-2019,09-09-2019,TV,x,162.11
10-09-2019,16-09-2019,Affiliates,x,383.5
10-09-2019,16-09-2019,Affiliates,x,404.54
10-09-2019,16-09-2019,Affiliates,x,403.4
10-09-2019,16-09-2019,Affiliates,x,54.85
10-09-2019,16-09-2019,Audio,x,0
10-09-2019,16-09-2019,Audio,x,0
10-09-2019,16-09-2019,Audio,x,0
10-09-2019,16-09-2019,Audio,x,0
10-09-2019,16-09-2019,Email,x,2546.16
10-09-2019,16-09-2019,Email,x,10181.43
10-09-2019,16-09-2019,Email,x,8215.34
10-09-2019,16-09-2019,Email,x,11601.13
10-09-2019,16-09-2019,Leaflets,x,0
10-09-2019,16-09-2019,Leaflets,x,404.51
10-09-2019,16-09-2019,Leaflets,x,0.9
10-09-2019,16-09-2019,Leaflets,x,758.44
10-09-2019,16-09-2019,OLA,x,12741.34
10-09-2019,16-09-2019,OLA,x,7383.96
10-09-2019,16-09-2019,OLA,x,9441.27
10-09-2019,16-09-2019,OLA,x,1114.11
10-09-2019,16-09-2019,OLV,x,5539.33
10-09-2019,16-09-2019,OLV,x,29043.05
10-09-2019,16-09-2019,OLV,x,18116.57
10-09-2019,16-09-2019,OLV,x,8498.22
10-09-2019,16-09-2019,OOH,x,0
10-09-2019,16-09-2019,OOH,x,0
